id_encuesta,id_ticket,id_mesero,calificacion_servicio,comentario,sentimiento
604,1484,48,3,Servicio regular,neutro
605,1488,48,4,"Buen servicio, todo rico",positivo
606,1490,48,4,"Buen servicio, todo rico",positivo
607,1491,42,4,"Buen servicio, todo rico",positivo
608,1493,46,3,Servicio regular,neutro
609,1496,24,4,"Buen servicio, todo rico",positivo
610,1498,4,3,Servicio regular,neutro
611,1499,18,4,"Buen servicio, todo rico",positivo
612,1501,23,4,"Buen servicio, todo rico",positivo
613,1504,20,4,"Buen servicio, todo rico",positivo
614,1506,9,4,"Buen servicio, todo rico",positivo
615,1508,16,3,Servicio regular,neutro
616,1509,9,4,"Buen servicio, todo rico",positivo
617,1512,3,3,Servicio regular,neutro
618,1513,5,3,Servicio regular,neutro
619,1515,23,4,"Buen servicio, todo rico",positivo
620,1517,10,4,"Buen servicio, todo rico",positivo
621,1518,24,4,"Buen servicio, todo rico",positivo
622,1519,3,4,"Buen servicio, todo rico",positivo
623,1520,16,3,Servicio regular,neutro
624,1523,11,3,Servicio regular,neutro
625,1524,14,4,"Buen servicio, todo rico",positivo
626,1525,19,2,La atención no fue agradable,negativo
627,1528,5,3,Servicio regular,neutro
628,1533,8,4,"Buen servicio, todo rico",positivo
629,1534,21,4,"Buen servicio, todo rico",positivo
630,1536,4,3,Servicio regular,neutro
631,1537,19,2,La atención no fue agradable,negativo
632,1542,12,4,"Buen servicio, todo rico",positivo
633,1545,17,4,"Buen servicio, todo rico",positivo
634,1546,14,4,"Buen servicio, todo rico",positivo
635,1548,9,4,"Buen servicio, todo rico",positivo
636,1550,5,3,Servicio regular,neutro
637,1554,12,4,"Buen servicio, todo rico",positivo
638,1555,2,5,"Excelente atención, volveré",positivo
639,1557,16,2,La atención no fue agradable,negativo
640,1561,19,2,La atención no fue agradable,negativo
641,1562,23,3,Servicio regular,neutro
642,1565,19,3,Servicio regular,neutro
643,1571,35,4,"Buen servicio, todo rico",positivo
644,1578,25,3,Servicio regular,neutro
645,1579,28,2,La atención no fue agradable,negativo
646,1582,28,3,Servicio regular,neutro
647,1585,31,4,"Buen servicio, todo rico",positivo
648,1587,31,3,Servicio regular,neutro
649,1588,29,5,"Excelente atención, volveré",positivo
650,1589,33,3,Servicio regular,neutro
651,1591,30,4,"Buen servicio, todo rico",positivo
652,1592,25,4,"Buen servicio, todo rico",positivo
653,1594,26,4,"Buen servicio, todo rico",positivo
654,1599,31,3,Servicio regular,neutro
655,1602,26,3,Servicio regular,neutro
656,1607,38,4,"Buen servicio, todo rico",positivo
657,1616,33,2,La atención no fue agradable,negativo
658,1619,28,3,Servicio regular,neutro
659,1620,26,4,"Buen servicio, todo rico",positivo
660,1622,27,5,"Excelente atención, volveré",positivo
661,1625,37,4,"Buen servicio, todo rico",positivo
662,1628,27,5,"Excelente atención, volveré",positivo
663,1629,29,5,"Excelente atención, volveré",positivo
664,1632,47,3,Servicio regular,neutro
665,1634,42,4,"Buen servicio, todo rico",positivo
666,1645,48,4,"Buen servicio, todo rico",positivo
667,1646,45,2,La atención no fue agradable,negativo
668,1650,48,4,"Buen servicio, todo rico",positivo
669,1657,42,5,"Excelente atención, volveré",positivo
670,1659,44,4,"Buen servicio, todo rico",positivo
671,1662,3,4,"Buen servicio, todo rico",positivo
672,1664,2,4,"Buen servicio, todo rico",positivo
673,1665,1,4,"Buen servicio, todo rico",positivo
674,1666,7,4,"Buen servicio, todo rico",positivo
675,1671,12,3,Servicio regular,neutro
676,1673,23,4,"Buen servicio, todo rico",positivo
677,1674,15,3,Servicio regular,neutro
678,1677,18,4,"Buen servicio, todo rico",positivo
679,1680,4,3,Servicio regular,neutro
680,1682,14,4,"Buen servicio, todo rico",positivo
681,1684,22,4,"Buen servicio, todo rico",positivo
682,1685,13,4,"Buen servicio, todo rico",positivo
683,1686,22,4,"Buen servicio, todo rico",positivo
684,1687,3,4,"Buen servicio, todo rico",positivo
685,1690,7,3,Servicio regular,neutro
686,1692,9,3,Servicio regular,neutro
687,1695,5,3,Servicio regular,neutro
688,1697,18,4,"Buen servicio, todo rico",positivo
689,1700,5,4,"Buen servicio, todo rico",positivo
690,1701,17,3,Servicio regular,neutro
691,1702,1,3,Servicio regular,neutro
692,1708,6,3,Servicio regular,neutro
693,1710,10,3,Servicio regular,neutro
694,1716,23,4,"Buen servicio, todo rico",positivo
695,1721,19,3,Servicio regular,neutro
696,1722,12,4,"Buen servicio, todo rico",positivo
697,1726,19,3,Servicio regular,neutro
698,1727,10,3,Servicio regular,neutro
699,1729,7,4,"Buen servicio, todo rico",positivo
700,1730,17,3,Servicio regular,neutro
701,1731,16,3,Servicio regular,neutro
702,1732,14,3,Servicio regular,neutro
703,1733,11,4,"Buen servicio, todo rico",positivo
704,1740,23,3,Servicio regular,neutro
705,1741,19,3,Servicio regular,neutro
706,1742,3,4,"Buen servicio, todo rico",positivo
707,1745,25,4,"Buen servicio, todo rico",positivo
708,1748,31,3,Servicio regular,neutro
709,1750,38,3,Servicio regular,neutro
710,1751,36,3,Servicio regular,neutro
711,1752,40,4,"Buen servicio, todo rico",positivo
712,1756,33,3,Servicio regular,neutro
713,1763,39,4,"Buen servicio, todo rico",positivo
714,1764,40,4,"Buen servicio, todo rico",positivo
715,1770,26,4,"Buen servicio, todo rico",positivo
716,1771,25,4,"Buen servicio, todo rico",positivo
717,1772,34,5,"Excelente atención, volveré",positivo
718,1773,25,4,"Buen servicio, todo rico",positivo
719,1776,29,4,"Buen servicio, todo rico",positivo
720,1778,33,4,"Buen servicio, todo rico",positivo
721,1781,37,4,"Buen servicio, todo rico",positivo
722,1786,27,4,"Buen servicio, todo rico",positivo
723,1789,35,4,"Buen servicio, todo rico",positivo
724,1790,36,4,"Buen servicio, todo rico",positivo
725,1793,40,5,"Excelente atención, volveré",positivo
726,1796,40,4,"Buen servicio, todo rico",positivo
727,1799,34,5,"Excelente atención, volveré",positivo
728,1806,36,4,"Buen servicio, todo rico",positivo
729,1807,37,4,"Buen servicio, todo rico",positivo
730,1808,27,5,"Excelente atención, volveré",positivo
731,1809,32,5,"Excelente atención, volveré",positivo
732,1812,41,3,Servicio regular,neutro
733,1815,42,4,"Buen servicio, todo rico",positivo
734,1822,42,4,"Buen servicio, todo rico",positivo
735,1828,42,4,"Buen servicio, todo rico",positivo
736,1830,48,3,Servicio regular,neutro
737,1834,44,3,Servicio regular,neutro
738,1835,48,4,"Buen servicio, todo rico",positivo
739,1836,46,3,Servicio regular,neutro
740,1841,46,3,Servicio regular,neutro
741,1842,48,4,"Buen servicio, todo rico",positivo
742,1844,45,3,Servicio regular,neutro
743,1845,43,3,Servicio regular,neutro
744,1846,46,4,"Buen servicio, todo rico",positivo
745,1848,12,4,"Buen servicio, todo rico",positivo
746,1849,19,2,La atención no fue agradable,negativo
747,1850,8,3,Servicio regular,neutro
748,1851,3,4,"Buen servicio, todo rico",positivo
749,1854,10,3,Servicio regular,neutro
750,1857,4,3,Servicio regular,neutro
751,1859,24,4,"Buen servicio, todo rico",positivo
752,1862,24,4,"Buen servicio, todo rico",positivo
753,1863,22,4,"Buen servicio, todo rico",positivo
754,1865,21,4,"Buen servicio, todo rico",positivo
755,1869,5,3,Servicio regular,neutro
756,1873,23,3,Servicio regular,neutro
757,1875,10,3,Servicio regular,neutro
758,1882,11,3,Servicio regular,neutro
759,1887,5,4,"Buen servicio, todo rico",positivo
760,1888,22,3,Servicio regular,neutro
761,1890,13,3,Servicio regular,neutro
762,1891,16,3,Servicio regular,neutro
763,1894,5,3,Servicio regular,neutro
764,1895,3,3,Servicio regular,neutro
765,1896,15,3,Servicio regular,neutro
766,1897,11,4,"Buen servicio, todo rico",positivo
767,1898,13,4,"Buen servicio, todo rico",positivo
768,1899,21,4,"Buen servicio, todo rico",positivo
769,1901,16,3,Servicio regular,neutro
770,1902,6,3,Servicio regular,neutro
771,1904,2,5,"Excelente atención, volveré",positivo
772,1906,7,3,Servicio regular,neutro
773,1907,5,3,Servicio regular,neutro
774,1908,17,3,Servicio regular,neutro
775,1909,10,3,Servicio regular,neutro
776,1910,7,3,Servicio regular,neutro
777,1915,13,3,Servicio regular,neutro
778,1926,33,3,Servicio regular,neutro
779,1928,38,4,"Buen servicio, todo rico",positivo
780,1931,32,5,"Excelente atención, volveré",positivo
781,1937,32,4,"Buen servicio, todo rico",positivo
782,1940,28,2,La atención no fue agradable,negativo
783,1941,28,2,La atención no fue agradable,negativo
784,1942,28,2,La atención no fue agradable,negativo
785,1943,26,4,"Buen servicio, todo rico",positivo
786,1949,36,3,Servicio regular,neutro
787,1950,27,4,"Buen servicio, todo rico",positivo
788,1951,34,4,"Buen servicio, todo rico",positivo
789,1955,31,3,Servicio regular,neutro
790,1957,37,3,Servicio regular,neutro
791,1958,29,4,"Buen servicio, todo rico",positivo
792,1970,27,5,"Excelente atención, volveré",positivo
793,1972,27,5,"Excelente atención, volveré",positivo
794,1975,32,5,"Excelente atención, volveré",positivo
795,1978,32,4,"Buen servicio, todo rico",positivo
796,1980,37,3,Servicio regular,neutro
797,1983,25,5,"Excelente atención, volveré",positivo
798,1984,36,3,Servicio regular,neutro
799,1985,32,5,"Excelente atención, volveré",positivo
800,1987,37,4,"Buen servicio, todo rico",positivo
801,1989,35,4,"Buen servicio, todo rico",positivo
802,1991,48,4,"Buen servicio, todo rico",positivo
803,1993,45,2,La atención no fue agradable,negativo
804,1994,44,4,"Buen servicio, todo rico",positivo
805,1997,43,4,"Buen servicio, todo rico",positivo
806,1999,45,3,Servicio regular,neutro
807,2004,47,4,"Buen servicio, todo rico",positivo
808,2007,48,3,Servicio regular,neutro
809,2008,42,4,"Buen servicio, todo rico",positivo
810,2009,48,4,"Buen servicio, todo rico",positivo
811,2011,41,3,Servicio regular,neutro
812,2013,47,4,"Buen servicio, todo rico",positivo
813,2014,14,3,Servicio regular,neutro
814,2016,1,3,Servicio regular,neutro
815,2020,1,3,Servicio regular,neutro
816,2022,5,3,Servicio regular,neutro
817,2024,20,4,"Buen servicio, todo rico",positivo
818,2025,16,3,Servicio regular,neutro
819,2026,9,4,"Buen servicio, todo rico",positivo
820,2028,22,4,"Buen servicio, todo rico",positivo
821,2030,22,4,"Buen servicio, todo rico",positivo
822,2033,16,3,Servicio regular,neutro
823,2035,16,3,Servicio regular,neutro
824,2037,2,5,"Excelente atención, volveré",positivo
825,2038,12,4,"Buen servicio, todo rico",positivo
826,2040,11,4,"Buen servicio, todo rico",positivo
827,2041,22,3,Servicio regular,neutro
828,2042,2,5,"Excelente atención, volveré",positivo
829,2052,8,3,Servicio regular,neutro
830,2055,17,3,Servicio regular,neutro
831,2060,20,5,"Excelente atención, volveré",positivo
832,2062,15,3,Servicio regular,neutro
833,2063,22,4,"Buen servicio, todo rico",positivo
834,2066,40,4,"Buen servicio, todo rico",positivo
835,2068,34,5,"Excelente atención, volveré",positivo
836,2073,29,5,"Excelente atención, volveré",positivo
837,2075,31,3,Servicio regular,neutro
838,2077,25,4,"Buen servicio, todo rico",positivo
839,2085,38,3,Servicio regular,neutro
840,2086,37,4,"Buen servicio, todo rico",positivo
841,2087,38,3,Servicio regular,neutro
842,2092,35,4,"Buen servicio, todo rico",positivo
843,2099,39,4,"Buen servicio, todo rico",positivo
844,2102,26,4,"Buen servicio, todo rico",positivo
845,2104,37,4,"Buen servicio, todo rico",positivo
846,2106,28,3,Servicio regular,neutro
847,2107,26,4,"Buen servicio, todo rico",positivo
848,2110,35,4,"Buen servicio, todo rico",positivo
849,2113,48,4,"Buen servicio, todo rico",positivo
850,2117,46,3,Servicio regular,neutro
851,2119,45,2,La atención no fue agradable,negativo
852,2122,47,4,"Buen servicio, todo rico",positivo
853,2123,41,3,Servicio regular,neutro
854,2124,41,3,Servicio regular,neutro
855,2126,45,4,"Buen servicio, todo rico",positivo
856,2128,44,4,"Buen servicio, todo rico",positivo
857,2131,46,4,"Buen servicio, todo rico",positivo
858,2134,21,4,"Buen servicio, todo rico",positivo
859,2136,23,4,"Buen servicio, todo rico",positivo
860,2139,13,3,Servicio regular,neutro
861,2141,17,3,Servicio regular,neutro
862,2142,15,3,Servicio regular,neutro
863,2143,6,3,Servicio regular,neutro
864,2146,12,4,"Buen servicio, todo rico",positivo
865,2147,20,4,"Buen servicio, todo rico",positivo
866,2148,15,3,Servicio regular,neutro
867,2150,8,3,Servicio regular,neutro
868,2154,12,4,"Buen servicio, todo rico",positivo
869,2161,20,4,"Buen servicio, todo rico",positivo
870,2163,2,4,"Buen servicio, todo rico",positivo
871,2167,2,4,"Buen servicio, todo rico",positivo
872,2169,3,3,Servicio regular,neutro
873,2171,11,3,Servicio regular,neutro
874,2173,8,3,Servicio regular,neutro
875,2174,19,2,La atención no fue agradable,negativo
876,2176,17,3,Servicio regular,neutro
877,2183,21,4,"Buen servicio, todo rico",positivo
878,2184,23,3,Servicio regular,neutro
879,2185,1,3,Servicio regular,neutro
880,2187,15,3,Servicio regular,neutro
881,2188,8,3,Servicio regular,neutro
882,2189,4,3,Servicio regular,neutro
883,2190,10,4,"Buen servicio, todo rico",positivo
884,2191,19,3,Servicio regular,neutro
885,2196,39,4,"Buen servicio, todo rico",positivo
886,2198,34,4,"Buen servicio, todo rico",positivo
887,2199,27,4,"Buen servicio, todo rico",positivo
888,2201,34,4,"Buen servicio, todo rico",positivo
889,2202,28,2,La atención no fue agradable,negativo
890,2203,25,5,"Excelente atención, volveré",positivo
891,2207,40,4,"Buen servicio, todo rico",positivo
892,2208,32,5,"Excelente atención, volveré",positivo
893,2209,32,4,"Buen servicio, todo rico",positivo
894,2214,34,4,"Buen servicio, todo rico",positivo
895,2221,37,4,"Buen servicio, todo rico",positivo
896,2224,46,3,Servicio regular,neutro
897,2230,46,3,Servicio regular,neutro
898,2232,47,3,Servicio regular,neutro
899,2239,41,3,Servicio regular,neutro
900,2244,44,4,"Buen servicio, todo rico",positivo
901,2245,42,4,"Buen servicio, todo rico",positivo
902,2246,41,3,Servicio regular,neutro
903,2249,44,4,"Buen servicio, todo rico",positivo
904,2250,42,4,"Buen servicio, todo rico",positivo
905,2251,45,2,La atención no fue agradable,negativo
906,2256,3,3,Servicio regular,neutro
907,2258,2,4,"Buen servicio, todo rico",positivo
908,2259,23,3,Servicio regular,neutro
909,2261,2,5,"Excelente atención, volveré",positivo
910,2265,7,3,Servicio regular,neutro
911,2267,5,3,Servicio regular,neutro
912,2271,14,4,"Buen servicio, todo rico",positivo
913,2272,10,3,Servicio regular,neutro
914,2273,18,5,"Excelente atención, volveré",positivo
915,2274,17,3,Servicio regular,neutro
916,2275,6,4,"Buen servicio, todo rico",positivo
917,2277,16,3,Servicio regular,neutro
918,2278,21,4,"Buen servicio, todo rico",positivo
919,2281,14,4,"Buen servicio, todo rico",positivo
920,2283,9,3,Servicio regular,neutro
921,2287,10,3,Servicio regular,neutro
922,2291,17,3,Servicio regular,neutro
923,2292,18,3,Servicio regular,neutro
924,2294,24,4,"Buen servicio, todo rico",positivo
925,2295,14,4,"Buen servicio, todo rico",positivo
926,2296,18,4,"Buen servicio, todo rico",positivo
927,2297,4,3,Servicio regular,neutro
928,2300,13,4,"Buen servicio, todo rico",positivo
929,2306,12,4,"Buen servicio, todo rico",positivo
930,2310,31,3,Servicio regular,neutro
931,2313,35,5,"Excelente atención, volveré",positivo
932,2316,25,4,"Buen servicio, todo rico",positivo
933,2322,33,3,Servicio regular,neutro
934,2323,39,4,"Buen servicio, todo rico",positivo
935,2324,40,4,"Buen servicio, todo rico",positivo
936,2326,27,4,"Buen servicio, todo rico",positivo
937,2330,39,4,"Buen servicio, todo rico",positivo
938,2334,27,4,"Buen servicio, todo rico",positivo
939,2335,31,4,"Buen servicio, todo rico",positivo
940,2336,28,2,La atención no fue agradable,negativo
941,2338,35,4,"Buen servicio, todo rico",positivo
942,2339,35,5,"Excelente atención, volveré",positivo
943,2342,39,4,"Buen servicio, todo rico",positivo
944,2345,36,4,"Buen servicio, todo rico",positivo
945,2348,36,3,Servicio regular,neutro
946,2350,43,3,Servicio regular,neutro
947,2351,47,4,"Buen servicio, todo rico",positivo
948,2352,41,4,"Buen servicio, todo rico",positivo
949,2353,48,3,Servicio regular,neutro
950,2355,43,3,Servicio regular,neutro
951,2356,46,3,Servicio regular,neutro
952,2357,48,3,Servicio regular,neutro
953,2378,3,4,"Buen servicio, todo rico",positivo
954,2380,5,3,Servicio regular,neutro
955,2382,24,4,"Buen servicio, todo rico",positivo
956,2386,9,3,Servicio regular,neutro
957,2387,6,3,Servicio regular,neutro
958,2388,22,4,"Buen servicio, todo rico",positivo
959,2390,22,4,"Buen servicio, todo rico",positivo
960,2391,6,4,"Buen servicio, todo rico",positivo
961,2392,20,4,"Buen servicio, todo rico",positivo
962,2394,23,3,Servicio regular,neutro
963,2395,24,4,"Buen servicio, todo rico",positivo
964,2398,1,3,Servicio regular,neutro
965,2400,14,4,"Buen servicio, todo rico",positivo
966,2402,9,4,"Buen servicio, todo rico",positivo
967,2406,7,3,Servicio regular,neutro
968,2407,5,3,Servicio regular,neutro
969,2408,13,4,"Buen servicio, todo rico",positivo
970,2410,15,3,Servicio regular,neutro
971,2412,16,3,Servicio regular,neutro
972,2417,9,4,"Buen servicio, todo rico",positivo
973,2419,17,4,"Buen servicio, todo rico",positivo
974,2420,24,4,"Buen servicio, todo rico",positivo
975,2422,9,3,Servicio regular,neutro
976,2424,9,3,Servicio regular,neutro
977,2427,17,4,"Buen servicio, todo rico",positivo
978,2429,15,3,Servicio regular,neutro
979,2432,6,4,"Buen servicio, todo rico",positivo
980,2434,3,4,"Buen servicio, todo rico",positivo
981,2437,10,3,Servicio regular,neutro
982,2438,22,4,"Buen servicio, todo rico",positivo
983,2445,7,4,"Buen servicio, todo rico",positivo
984,2446,8,3,Servicio regular,neutro
985,2447,24,5,"Excelente atención, volveré",positivo
986,2450,6,4,"Buen servicio, todo rico",positivo
987,2452,6,3,Servicio regular,neutro
988,2453,14,4,"Buen servicio, todo rico",positivo
